Frontal_PSD,Frontal_HFD,Temporal_PSD,Temporal_HFD,Central_PSD,Central_HFD,Parietal_PSD,Parietal_HFD,Occipital_PSD,Occipital_HFD,Auxiliary_PSD,Auxiliary_HFD
3.1460903037433713e-12,1.2956152787195432,2.7929860856625503e-12,1.2567362872632668,3.5969106337200623e-12,1.248615958513303,5.2509741327853865e-12,1.1945218540860625,9.376625527251006e-12,1.1718081352092846,6.239811747359182e-11,1.318158139104581
1.139740185404857e-12,1.3817335544134295,8.423307395041937e-13,1.4088186101735134,9.66200694998606e-13,1.3213922185492182,1.2510193632522308e-12,1.2971503512748026,2.359310649195268e-12,1.2605715543718041,3.3036156328288284e-13,1.5476493479599234
6.710654357987293e-12,1.992627676781796,3.926123198139316e-12,1.9831974038055589,3.4852023745892562e-12,2.0291666583158183,3.703886113977828e-12,1.988872791797099,4.358441714523854e-12,1.943927622260361,4.021892788276679e-13,1.6717740952805744
6.106529887862376e-12,2.013568297769401,4.283787801933741e-12,2.0239633116131026,3.5057041320522877e-12,2.054530703110444,3.917095972689286e-12,2.0181358174347492,4.673046135594143e-12,1.9849386694988533,5.507991837390221e-13,1.5558554705894434
4.484968217999201e-12,1.7594256037397564,3.3131879447244836e-12,1.79040857767972,3.1850626132475326e-12,1.784813076334637,3.0667620191825802e-12,1.7730785985431154,2.9691799036444415e-12,1.774490051949022,9.887169532092068e-13,1.6904171323168968
1.022610757516881e-10,1.3692928168464995,5.860603834682952e-11,1.4511985387317876,8.168369113891486e-11,1.3572751726909906,5.851251204138959e-11,1.340588399036917,1.272614505717613e-10,1.3479230153283446,7.488730653272173e-11,1.4383696936536141
5.4749107416077826e-11,1.689241064702454,5.056913532782506e-11,1.7746395509368476,5.156203001403527e-11,1.7639190012862385,5.0258588242321696e-11,1.757307288027091,5.000209784120318e-11,1.755791005204482,1.5615479233416996e-11,1.5754311336622013
7.300671714338562e-12,1.9029223513780729,2.424632469874876e-12,1.9130417429020214,1.742569466231483e-12,1.9615123552302134,2.007567993292241e-12,1.9193714149476138,2.552548480724289e-12,1.884661766195407,2.9970811362184696e-13,1.670647983029782
3.4016942232955897e-12,1.4247303869264647,8.59796069663082e-13,1.4531081668868597,1.0746741614317123e-12,1.3314382589878517,9.747249296155755e-13,1.2950432794383608,1.0681089627105934e-12,1.3016127378410132,2.561294483862927e-13,1.5054772498376454
2.3218136048484467e-12,1.6017360838092234,3.390873928280217e-12,1.5926276519984983,2.256594862284146e-12,1.625441662879992,2.151484598906311e-12,1.5488417353552444,1.5922928183048178e-12,1.5079861005216109,6.844943168306554e-13,1.6416711643379376
8.710723614601942e-13,1.4625514560639388,5.705867951456347e-13,1.5078406989250661,9.731246393020041e-13,1.4332916079158131,8.293767804512988e-13,1.439364544284144,7.355132854033518e-13,1.4629059328074574,1.0555076179706885e-12,1.6188484343952365
1.1740967130600707e-11,2.022344521106316,8.469951808010351e-12,2.0340406479801914,9.468399386007648e-12,2.051080044311799,1.011713543776511e-11,2.0469427109607117,9.043758369684205e-12,2.04367212589288,1.7071543144871963e-12,1.7420158471531864
1.9122750563450722e-12,1.391626955037438,1.05484307467825e-12,1.4951638173591069,8.89512293724528e-13,1.4123880647955733,8.286584598834863e-13,1.3721012906135144,1.6816098686173293e-12,1.3573838587656775,4.9936496688471726e-12,1.3816841179762263
9.206920461543068e-13,1.3512156099917758,4.803985649761522e-13,1.4073852838707221,4.866645178403569e-13,1.331926558220789,4.841780686589708e-13,1.315082127476292,7.757473488094661e-13,1.3196032358972931,2.2366758952252855e-12,1.3124034884638838
1.0039835541127225e-11,2.0514466178621458,8.723551339339031e-12,2.0268474322233487,1.0447068082467822e-11,2.054220240254129,1.1239937932630221e-11,2.043078442714391,1.0358646728848374e-11,2.0356693305713107,3.314855119357545e-12,1.85698606105766
1.030099674902433e-11,1.3771310751440624,1.2007539627627746e-12,1.614685959825528,1.5622604148304684e-12,1.5172859336635032,1.0216780530101804e-12,1.5565773494470416,7.681495217417082e-13,1.5749706901274756,4.691279373935259e-13,1.5343380537543954
7.793108470088103e-12,1.9574761821914675,5.529423767071398e-12,1.9517223450400978,5.061467905344573e-12,1.9984672223705366,5.165297394192433e-12,1.9995283309149787,4.77930467724503e-12,1.9912918769501653,1.1504905109108735e-12,1.8213355147453039
7.590940749041479e-13,1.2504923109744932,1.4449091646668845e-12,1.246938726146975,7.559962587382663e-13,1.2782073373603187,1.691529691146577e-12,1.1832209046978908,4.729325810938252e-12,1.1487051095767633,1.9433939028868968e-12,1.2764243692117516
4.0324720488228065e-12,1.660455765890529,3.8114868841418585e-12,1.6557712121949835,3.244328404998284e-12,1.697997460742992,4.378463455382568e-12,1.6292849142264851,5.183186117712149e-12,1.5223880521363222,8.645785184154503e-13,1.5601950257773112
8.387859120287023e-12,1.6045481769572443,3.5893306287553454e-12,1.633062383716405,2.6991315191626677e-12,1.6540461386601724,2.6006707147374477e-12,1.5737204823043038,1.7926072344847382e-12,1.5538266742061728,8.813732606503796e-13,1.5569087875853953
3.0570351214642452e-12,1.566297134011025,3.3251087448940668e-12,1.6187354375270215,2.1832039482032766e-12,1.6174658217781568,2.3357665256887085e-12,1.5443418881667126,1.6789245092870401e-12,1.5185640450422553,7.416818950231405e-13,1.6423490687284257
4.0324720488228065e-12,1.660455765890529,3.8114868841418585e-12,1.6557712121949835,3.244328404998284e-12,1.697997460742992,4.378463455382568e-12,1.6292849142264851,5.183186117712149e-12,1.5223880521363222,8.645785184154503e-13,1.5601950257773112
2.4883465338410437e-12,1.2052275195697593,2.0516713546554862e-12,1.2872122043690395,2.2235315324592793e-12,1.2271833969374757,2.8250794620867857e-12,1.1907707275762665,4.955921413261225e-12,1.185190316715623,1.7532909405737602e-11,1.3273219562870164
2.0551181069090365e-12,1.2262289375442748,1.7310650973206192e-12,1.2191996278975785,2.6138381374676037e-12,1.2094093751080799,2.7585597469257947e-12,1.2059759992722658,3.341082550220406e-12,1.20177927020741,1.3769757282198002e-10,1.4398737491721627
2.048210984835205e-12,1.3303292558359778,9.30362215261612e-13,1.3217792820746008,1.4791187801356566e-12,1.2860655197965054,1.2705035268818384e-12,1.2991946567398018,1.1929446190543009e-12,1.3266839915142532,1.5052619649709654e-10,1.4900386345723782
2.6842703191988968e-12,1.3407868980922808,1.1742694093517737e-12,1.4514177516195428,1.5444859969972311e-12,1.3013494605568734,1.8297570987157314e-12,1.2227146491305285,1.2802390869070297e-12,1.2328938913409968,3.058292289041235e-11,1.334731049601061
9.687351051814746e-11,1.4360434441378627,6.188815163197448e-11,1.5037937135682982,5.39490261957505e-11,1.4761765410864223,3.746536083843597e-11,1.4295046468412245,5.940286349891515e-11,1.392505782974141,1.8687782612719668e-11,1.6303041599645003
9.609759121487937e-12,1.903256512141241,3.4218110863899674e-12,1.8278330123760218,3.1439731384629927e-12,1.8781978332648537,3.1488436226723523e-12,1.8801103829481944,3.0565938811749948e-12,1.8276986150829095,8.52308097519392e-13,1.727360396385721
2.984053923235466e-12,1.6035965613598786,3.80700961526868e-12,1.5678064830733467,3.039654309780149e-12,1.610665238509014,4.187632689078451e-12,1.528470755826244,6.21449320568239e-12,1.348616558680626,7.115060188868464e-13,1.66414052119218
7.1388056677422005e-12,1.772033376363631,2.2692322273110858e-12,1.6330146977580386,2.5072868101014255e-12,1.6491770038667923,2.882438253279904e-12,1.616145058684613,3.1377294535772386e-12,1.5466302144289608,5.875610968005123e-13,1.8000025866702252
8.146639721546798e-12,1.8380816520947043,2.324656384387235e-12,1.7636638946974754,2.024909981961129e-12,1.7683858133583774,1.912510821165155e-12,1.7530912284464033,1.6064128981128301e-12,1.7524902945270013,2.0880806592977105e-12,1.79234428491878
4.0324720488228065e-12,1.660455765890529,3.8114868841418585e-12,1.6557712121949835,3.244328404998284e-12,1.697997460742992,4.378463455382568e-12,1.6292849142264851,5.183186117712149e-12,1.5223880521363222,8.645785184154503e-13,1.5601950257773112
2.6012140436334056e-12,1.617395144922409,2.4715684410341688e-12,1.619083942877925,2.23377789025816e-12,1.63347630250773,2.9769878160098774e-12,1.5743920489461392,3.0067214461464337e-12,1.5236939521714066,5.384105667670216e-13,1.6664598793580854
4.0324720488228065e-12,1.660455765890529,3.8114868841418585e-12,1.6557712121949835,3.244328404998284e-12,1.697997460742992,4.378463455382568e-12,1.6292849142264851,5.183186117712149e-12,1.5223880521363222,8.645785184154503e-13,1.5601950257773112
8.478039065082579e-12,1.965422412896875,8.643751399926091e-12,1.9669974708396527,7.934282547506946e-12,2.002064295122574,6.395948224034099e-12,1.972284410685904,6.014047121935328e-12,1.965582470510602,3.6746959937447966e-12,1.5601278970272061
5.663596641861039e-12,1.444649246650892,6.705997094787779e-13,1.5148385415039922,1.1317707195931801e-12,1.3833203379388463,8.724695913553882e-13,1.3854490819964527,7.049679605983695e-13,1.456203872775426,1.3207277635683852e-10,1.468874099143284
4.252361626989356e-12,1.8951870729571758,3.631420013988155e-12,1.9093242007961733,2.2444038505365238e-12,1.9472593354543732,2.5643493525820234e-12,1.9158656377732768,3.470004547272719e-12,1.9118813491504159,4.3614350597834337e-13,1.7017582919490344
1.2294761479809647e-11,1.610874646230533,3.746843546568086e-12,1.7112219045632597,3.831962030591075e-12,1.689154562126036,3.2756198211839376e-12,1.659862298775358,2.8210201182599548e-12,1.659569086493063,5.85156261639436e-13,1.5742099652108028
2.2914859397000408e-12,1.3485246986968722,9.023325395151039e-13,1.3677576613770541,1.3872387485216581e-12,1.3116760488500194,1.6794402258555187e-12,1.2890827212375942,1.7238512134620244e-12,1.2922228199942913,7.935037684287572e-10,1.6335852668488464
1.966659350347123e-12,1.4555777672514485,2.8784901888215914e-12,1.4571572214547843,2.567528414805402e-12,1.4510024510555395,2.8204288910807963e-12,1.4448758070132401,3.078571134314799e-12,1.370512622589838,5.918792223745121e-13,1.6368523270614705
2.8164349023267637e-12,1.9514079547499106,3.166964778737863e-12,1.932693270438753,2.2454222123062253e-12,1.954354480424384,2.4803069183738994e-12,1.918327365884095,3.35409972826912e-12,1.8954359926140751,3.8784444846085173e-13,1.6941265940501467
1.134035745786872e-11,1.5514676182120137,2.073550017817419e-12,1.6475633429105778,2.5209122991088172e-12,1.6005821058287992,2.5245657059861364e-12,1.5804714985147506,2.234420354233142e-12,1.6020867054054946,4.418511259744263e-13,1.6494480114968184
4.508676458094782e-12,1.4572719432957137,5.620280043996939e-13,1.459972459527331,1.027293686034959e-12,1.4744012624659606,7.165379452216261e-13,1.4238272612387928,4.883222308788842e-13,1.3676838106089697,1.0981555134804547e-12,1.3732380965460511
3.2896032335439408e-12,1.4983711461595415,2.073072651711e-12,1.5258992260705768,1.7254006962189565e-12,1.4810254576037793,1.9674536984270686e-12,1.480410805678396,1.8828908949084856e-12,1.465178959460295,4.759402459479369e-13,1.640278362683288
1.8305562357392903e-10,1.7336966989871698,6.238358214100031e-11,1.8101670442778999,4.756943370319616e-11,1.8290391755427675,5.75892334293652e-11,1.790599510892027,8.299473970936552e-11,1.7593192708157874,7.310184157872872e-11,1.6864613973863225
1.0906600171154024e-12,1.4444461795722747,6.39401975438461e-13,1.3916654476747423,2.3429922480055443e-12,1.3723618474448382,1.5530898054213049e-12,1.326872287645752,7.572849629508378e-13,1.2937234567809746,9.034514192362382e-13,1.369228218490583
3.862213302328744e-12,1.3775699374057133,1.0727607268983613e-12,1.4582862838856578,1.4669486475995218e-12,1.4562371487648125,1.736466242873287e-12,1.4188420943136946,1.0031949501576564e-12,1.3993361585572894,6.188456042533612e-13,1.4269480977474605
1.2777651171972902e-12,1.353690650511131,1.05013244808969e-12,1.481993209381722,1.3653787445114667e-12,1.2964669794614847,1.349804267377841e-12,1.2785411462832081,1.2127442549291183e-12,1.2868558271874742,6.613844225429016e-13,1.4880679704918207
1.6421741732172744e-11,1.3213240251612717,2.7392936486738698e-12,1.6473335224356465,2.366956644003076e-12,1.4275311147555445,1.4900312843632188e-12,1.4181429079957428,1.4435097989962323e-12,1.4490843447713728,5.687892218518534e-13,1.5096576568480085
